"","correl"
"646",-0.317244095323738
"647",0.0220691544573035
"648",-0.248277987644665
"649",-0.115863060900844
"650",0.146208148279636
"651",-0.135173571050984
"652",0.203296703296703
"653",-0.148351648351648
"654",-0.241758241758242
"655",-0.203296703296703
"656",-0.197802197802198
"657",0.137362637362637
"658",0.120879120879121
"659",0.335164835164835
"660",-0.434065934065934
"661",0.373626373626374
"662",-0.335164835164835
"663",-0.175824175824176
"664",0.0989010989010989
"665",-0.131868131868132
"666",-0.288858595137383
"667",0.134800677730779
"668",0.145804814688393
"669",0.288858595137383
"670",0.327373074489034
"671",-0.398899964713529
"672",0.343879279925456
"673",0.538461538461538
"674",-0.697802197802198
"675",0.401098901098901
"676",-0.538461538461538
"677",-0.384615384615385
"678",0.302197802197802
"679",-0.236263736263736
"680",0.22882302075389
"681",-0.369637187371669
"682",0.0264026562408335
"683",-0.22882302075389
"684",-0.169417044212015
"685",0.0902090754895143
"686",-0.030803098947639
"687",-0.170564122843026
"688",0.244842047306925
"689",0.187070328279448
"690",0.170564122843026
"691",0.145804814688393
"692",-0.0632737875062839
"693",-0.189821362518852
"694",0.147414830677987
"695",0.789879465871601
"696",-0.68646906226167
"697",-0.169417044212015
"698",-0.492849583162225
"699",0.391639400905696
"700",0.0198019921806251
"701",0.112211289023542
"702",0.616061978952781
"703",-0.68646906226167
"704",-0.0110011067670139
"705",-0.332233424363821
"706",0.316831874890001
"707",-0.200220143159654
"708",-0.0495186163092657
"709",0.159559985885412
"710",-0.473177889177427
"711",-0.0165062054364219
"712",-0.145804814688393
"713",0
"714",-0.148555848927797
"715",-0.21978021978022
"716",0.0384615384615385
"717",0.10989010989011
"718",0.120879120879121
"719",0.0164835164835165
"720",-0.0769230769230769
"721",0.373626373626374
"722",-0.32967032967033
"723",0
"724",-0.115384615384615
"725",0.241758241758242
"726",0.043956043956044
"727",-0.175824175824176
"728",0.357142857142857
"729",-0.576923076923077
"730",-0.214285714285714
"731",0.137362637362637
"732",0.554945054945055
"733",0.505494505494506
"734",-0.445054945054945
"735",-0.10989010989011
"736",0.0604395604395604
"737",0.192307692307692
"738",-0.153846153846154
"739",-0.142857142857143
"740",-0.28021978021978
"741",0.137362637362637
"742",0.395604395604396
"743",-0.305494505494506
"744",0.120879120879121
"745",-0.178021978021978
"746",0.252747252747253
"747",-0.0505494505494506
"748",-0.0241758241758242
"749",0.0769230769230769
"750",0.526172795474633
"751",0.201102691464127
"752",0.00550966277983909
"753",-0.418734371267771
"754",-0.349863586519782
"755",0.391186057368575
"756",-0.143251232275816
"757",-0.448845156094169
"758",-0.761276588277365
"759",-0.562775330396476
"760",0.697470169028684
"761",-0.668867291434448
"762",0.610132158590308
"763",-0.624862864366392
"764",-0.213186813186813
"765",-0.586813186813187
"766",-0.479648255041808
"767",0.336263736263736
"768",-0.362637362637363
"769",0.279428111882154
"770",-0.393406593406594
"771",0.0165062054364219
"772",0.0302613766334401
"773",-0.242091013067521
"774",-0.26409928698275
"775",-0.0247593081546328
"776",-0.189821362518852
"777",0.225584807631099
"778",0.395604395604396
"779",0.296703296703297
"780",0.0604395604395604
"781",-0.302197802197802
"782",-0.120879120879121
"783",0.021978021978022
"784",0.0824175824175824
"785",-0.382393759277107
"786",-0.0440165478304584
"787",-0.511692368529078
"788",-0.115543438054953
"789",-0.0907841299003204
"790",-0.118294472294357
"791",0.239339978828117
"792",-0.153846153846154
"793",0.428571428571429
"794",-0.142857142857143
"795",-0.615384615384615
"796",0.752747252747253
"797",-0.774725274725275
"798",0.873626373626374
"799",-0.159340659340659
"800",-0.269230769230769
"801",-0.467032967032967
"802",0.0659340659340659
"803",-0.181318681318681
"804",0.00549450549450549
"805",-0.021978021978022
"806",-0.191208791208791
"807",-0.164835164835165
"808",-0.354235637897849
"809",-0.032967032967033
"810",-0.178021978021978
"811",0.110011067670139
"812",-0.010989010989011
"813",-0.167813088603623
"814",-0.621733738105224
"815",-0.148555848927797
"816",0.67125235441449
"817",-0.495186163092657
"818",0.621733738105224
"819",-0.753783381596599
"820",0.105610624963334
"821",-0.242024348874307
"822",0.155286343612335
"823",-0.154015494738195
"824",-0.184818593685834
"825",0.495580072661312
"826",0.0792079687225004
"827",0.230769230769231
"828",0.226373626373626
"829",-0.248625012934515
"830",-0.230769230769231
"831",-0.336263736263736
"832",0.214367912602614
"833",0.195604395604396
"834",0.564328847634127
"835",-0.492404582739582
"836",-0.250696368172311
"837",-0.486871946978463
"838",-0.542198304589652
"839",0.373259052924791
"840",0.442610860889512
"841",-0.148351648351648
"842",0.148351648351648
"843",0.335626177207245
"844",0.0714285714285714
"845",-0.00549450549450549
"846",0
"847",0.054945054945055
"848",-0.0824175824175824
"849",-0.0494505494505495
"850",0.277854458179768
"851",0.0274725274725275
"852",0.0934065934065934
"853",0.0138315894027972
"854",0.021978021978022
"855",-0.236263736263736
"856",0.357142857142857
"857",-0.192572396758255
"858",0.236263736263736
"859",0.296703296703297
"860",-0.257267562892029
"861",-0.142857142857143
"862",0.310866869052612
"863",-0.286107560897979
"864",0.09366391184573
"865",-0.396148930474125
"866",-0.429161341346969
"867",0.189753604638711
"868",0.536451676683711
"869",0.0901098901098901
"870",0.0901098901098901
"871",-0.0396039843612502
"872",-0.107692307692308
"873",-0.0901098901098901
"874",0.103868988580648
"875",0.178021978021978
"876",0.10989010989011
"877",-0.0824175824175824
"878",-0.14305378044899
"879",-0.0659340659340659
"880",-0.104395604395604
"881",-0.0414947682083917
"882",-0.0769230769230769
"883",0.112087912087912
"884",0.169230769230769
"885",0.243956043956044
"886",-0.257142857142857
"887",-0.0901098901098901
"888",0.0725274725274725
"889",-0.0197802197802198
"890",0.178217929625626
"891",0.517052018049655
"892",-0.237623906167501
"893",-0.0968097395497227
"894",-0.376237851431877
"895",0.239824127520904
"896",-0.233223463460696
"897",0.423439399517377
"898",-0.0612872815090941
"899",0.284150123360345
"900",-0.476369324457049
"901",-0.339865833823158
"902",0.362152118008283
"903",-0.409510471901674
"904",0.186813186813187
"905",-0.236263736263736
"906",0.142857142857143
"907",-0.115384615384615
"908",-0.010989010989011
"909",0.181318681318681
"910",-0.0879120879120879
"911",-0.00550206847880729
"912",-0.29436066361619
"913",-0.140302746209586
"914",0.110041369576146
"915",0.272352389700961
"916",-0.140302746209586
"917",0.0137551711970182
"918",-0.263736263736264
"919",-0.186813186813187
"920",-0.225274725274725
"921",0.43956043956044
"922",0.428571428571429
"923",-0.318681318681319
"924",0.17032967032967
"925",0.510989010989011
"926",-0.428571428571429
"927",0.186813186813187
"928",-0.258241758241758
"929",-0.313186813186813
"930",0.423076923076923
"931",-0.516483516483517
"932",0.182417582417582
"933",-0.186813186813187
"934",-0.138461538461538
"935",0.0021978021978022
"936",-0.125274725274725
"937",0.204395604395604
"938",-0.314285714285714
"939",-0.148555848927797
"940",0.475928923416831
"941",0.0577717190274766
"942",-0.0825310271821094
"943",-0.0687758559850912
"944",-0.115543438054953
"945",0.187070328279448
"946",0.110011067670139
"947",0.145374449339207
"948",-0.13215859030837
"949",0.0638064192486809
"950",-0.341034309777432
"951",0.389439179552294
"952",-0.0924092968429171
"953",0.127612838497362
"954",0.0770925110132159
"955",0.158590308370044
"956",-0.248625012934515
"957",-0.0110011067670139
"958",0.204620585866459
"959",0.294829661355974
"960",-0.132598708826359
"961",0.533891179790389
"962",-0.237899696694163
"963",0.29282214865821
"964",-0.176798278435146
"965",-0.104973977820868
"966",-0.29282214865821
"967",0.0659340659340659
"968",-0.275103423940365
"969",0.046767582069862
"970",-0.192307692307692
"971",0.0164835164835165
"972",0.148351648351648
"973",0.203296703296703
"974",-0.321871006010227
"975",0.413223140495868
"976",-0.578512396694215
"977",0.266850321222154
"978",-0.308115834813208
"979",-0.473177889177427
"980",-0.32462204024963
"981",-0.730769230769231
"982",0.29436066361619
"983",-0.0385144793516511
"984",0.714285714285714
"985",0.021978021978022
"986",-0.895604395604396
"987",-0.615384615384615
"988",0.0659340659340659
"989",0.0137551711970182
"990",-0.0577717190274766
"991",-0.043956043956044
"992",0.181318681318681
"993",-0.054945054945055
"994",-0.021978021978022
"995",-0.265934065934066
"996",-0.310231210829793
"997",0.613861757599378
"998",0.243956043956044
"999",0.463736263736264
"1000",-0.296703296703297
"1001",-0.173626373626374
"1002",0.346153846153846
"1003",-0.0137551711970182
"1004",0.0797799929427058
"1005",-0.379120879120879
"1006",-0.0604395604395604
"1007",0.494505494505495
"1008",0.395604395604396
"1009",0.247517589809204
"1010",0.459675523931379
"1011",-0.245307611328764
"1012",-0.240887654367886
"1013",-0.404426061920395
"1014",0
"1015",-0.00220997848043932
"1016",0.334433645717224
"1017",0.415841835793127
"1018",-0.127612838497362
"1019",-0.490649361808822
"1020",-0.45764604150778
"1021",0
"1022",0.0352035416544446
"1023",0.305380839000887
"1024",0.291372543633873
"1025",-0.4258521791572
"1026",-0.098058067569092
"1027",0.322190793441302
"1028",0
"1029",-0.229736044019016
"1030",-0.0769230769230769
"1031",-0.054945054945055
"1032",-0.043956043956044
"1033",-0.00549450549450549
"1034",-0.021978021978022
"1035",0
"1036",0.214285714285714
"1037",0.00275103423940365
"1038",-0.0907841299003204
"1039",0.297111697855594
"1040",0.148555848927797
"1041",0.17331515708243
"1042",0
"1043",-0.280605492419172
"1044",-0.796703296703297
"1045",-0.631868131868132
"1046",0.417582417582418
"1047",0.648351648351648
"1048",0.115384615384615
"1049",0
"1050",0.725274725274725
"1051",0.0660248217456875
"1052",-0.29436066361619
"1053",0.418157204389354
"1054",-0.206327567955274
"1055",0.308115834813208
"1056",0
"1057",0.0605227532668803
"1058",0.0989010989010989
"1059",0.0901098901098901
"1060",-0.0857142857142857
"1061",-0.134065934065934
"1062",0.120879120879121
"1063",0
"1064",0.00659340659340659
"1065",0.851648351648352
"1066",0.769230769230769
"1067",-0.428571428571429
"1068",-0.807692307692308
"1069",-0.318681318681319
"1070",0
"1071",-0.642857142857143
