distancia;cota
36518.169966;283.0
36549.9908709;280.0
36581.8117758;277.0
36613.6326807;272.034637451
36645.4535856;272.029418945
36677.2744905;273.0
36709.0953954;276.0
36740.9163002;278.0
36772.7372051;279.0
36805.8469391;280.0
36838.9566731;279.0
36872.0664071;277.0
36905.1761411;275.0
36938.2858751;277.0
36971.3956091;279.0
37004.5053431;278.0
37037.615077;278.0
37070.724811;276.0
37103.834545;273.0
37136.944279;271.160125732
37170.054013;271.154907227
37203.163747;271.14755249
37236.273481;271.142333984
37274.6618615;271.134979248
37313.050242;271.129760742
37351.4386225;271.122406006
37389.827003;271.11505127
37428.2153835;271.107696533
37466.6037641;271.095123291
37504.9921446;271.089904785
37543.3805251;271.082550049
37581.7689056;271.075195312
37620.1572861;271.072113037
37658.5456666;271.066894531
37696.9340471;271.063812256
37735.3224276;271.06072998
37773.7108082;271.057647705
37812.0991887;271.052429199
37850.4875692;274.0
37884.4952763;276.0
37918.5029835;277.0
37952.5106907;274.0
37986.5183978;277.0
38020.526105;278.0
38054.5338121;278.0
38088.5415193;278.0
38122.5492265;275.0
38156.5569336;275.0
38196.8671751;274.0
38237.1774167;276.0
38277.4876582;281.0
38317.7978997;283.0
38358.1081412;281.0
38398.4183828;277.012573242
38438.7286243;279.0
38479.0388658;278.0
38519.3491073;280.0
38559.6593489;282.0
38599.9695904;282.0
38640.2798319;280.0
38680.5900734;278.0
38720.9003149;277.012573242
38757.2293043;279.0
38793.5582936;277.0
38829.8872829;274.0
38866.2162722;272.0
38902.5452616;270.0
38938.8742509;268.0
38975.2032402;267.041992188
39011.5322296;267.034637451
39047.8612189;267.027282715
39084.1902082;267.022064209
39120.5191975;267.014709473
39156.8481869;267.007354736
39193.1771762;267.005218506
39229.5061655;267.0
39265.8351548;266.225830078
39302.1641442;266.220611572
39338.4931335;266.217529297
39374.8221228;266.212310791
39411.1511121;266.209228516
39447.4801015;266.20614624
39483.8090908;266.200927734
39520.1380801;266.197845459
39556.4670695;266.189544678
39592.7960588;266.184326172
39629.1250481;268.0
39665.4540374;276.0
39696.6631289;279.0
39727.8722203;278.0
39759.0813117;279.0
39790.2904031;284.0
39821.4994946;286.0
39852.708586;287.0
39883.9176774;293.0
39915.1267688;292.0
39946.3358603;296.0
39977.5449517;297.0
40008.7540431;299.0
40039.9631345;300.0
40071.172226;301.0
40103.1333077;303.0
40135.0943895;307.0
40167.0554712;308.0
40199.016553;302.0
40230.9776348;301.0
40262.9387165;301.0
40294.8997983;299.0
40326.86088;298.0
40358.8219618;298.0
40390.7830436;294.0
40422.7441253;294.0
40454.7052071;294.0
40486.6662888;293.0
40518.6273706;291.0
40550.5884524;294.0
40582.5495341;296.0
40614.5106159;296.0
40646.4716976;296.0
40678.4327794;292.0
40710.3938612;281.0
40742.3549429;279.0
40774.3160247;279.0
40806.2771064;279.0
40838.2381882;280.0
40870.19927;280.0
40902.1603517;280.0
40934.1214335;282.0
40966.0825152;283.0
40998.043597;286.0
41031.9190528;286.0
41065.7945085;286.0
41099.6699643;284.0
41133.54542;286.0
41167.4208758;284.0
41201.2963316;285.0
41235.1717873;287.0
41269.0472431;282.0
41302.9226988;284.0
41336.7981546;282.0
41370.6736104;283.0
41404.5490661;283.0
41438.4245219;282.0
41472.2999776;281.0
41506.1754334;282.0
41540.0508892;279.0
41573.9263449;279.0
41607.8018007;276.0
41641.6772565;276.0
41675.5527122;276.0
41709.428168;274.0
41743.3036237;272.0
41777.1790795;271.0
41811.0545353;267.0
41844.929991;268.0
41878.8054468;264.0
